id_establecimiento,provincia,canton,parroquia,tipo_establecimiento,institucion,sector,provincia_norm,canton_norm,parroquia_norm,codigo_dpa
699,PICHINCHA,QUITO,GUAMANÍ,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,GUAMANI,7165.0
700,PICHINCHA,QUITO,COTOCOLLAO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,COTOCOLLAO,5220.0
701,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Centro de Salud A,Municipios,Sector público,IMBABURA,IBARRA,SAN,3315.0
701,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Centro de Salud A,Municipios,Sector público,IMBABURA,IBARRA,SAN,5960.0
702,PICHINCHA,QUITO,IÑAQUITO,Otras Clínicas Especializadas,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
703,ESMERALDAS,ESMERALDAS,BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN),Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,ESMERALDAS,BARTOLOME,5205.0
704,SUCUMBÍOS,LAGO AGRIO,NUEVA LOJA,Hospital de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,SUCUMBIOS,LAGO,NUEVA,5710.0
705,PICHINCHA,QUITO,TUMBACO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,TUMBACO,4085.0
706,PICHINCHA,QUITO,COTOCOLLAO,Centro Clínico-Quirúrgico (Hospital del Día),Municipios,Sector público,PICHINCHA,QUITO,COTOCOLLAO,5220.0
707,PICHINCHA,QUITO,CENTRO HISTÓRICO,Consultorio General,Municipios,Sector público,PICHINCHA,QUITO,CENTRO,7140.0
708,PICHINCHA,QUITO,CENTRO HISTÓRICO,Hospital Básico,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,CENTRO,7140.0
709,IMBABURA,IBARRA,SAN FRANCISCO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,IBARRA,SAN,3315.0
709,IMBABURA,IBARRA,SAN FRANCISCO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,IBARRA,SAN,5960.0
710,IMBABURA,ANTONIO ANTE,ATUNTAQUI,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,ANTONIO,ATUNTAQUI,5050.0
711,IMBABURA,OTAVALO,JORDÁN,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,OTAVALO,JORDAN,5490.0
712,IMBABURA,OTAVALO,SAN LUIS,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,OTAVALO,SAN,3490.0
712,IMBABURA,OTAVALO,SAN LUIS,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,OTAVALO,SAN,3525.0
712,IMBABURA,OTAVALO,SAN LUIS,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,OTAVALO,SAN,3590.0
712,IMBABURA,OTAVALO,SAN LUIS,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,OTAVALO,SAN,3630.0
712,IMBABURA,OTAVALO,SAN LUIS,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,OTAVALO,SAN,5980.0
714,PICHINCHA,QUITO,CARCELÉN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CARCELEN,7135.0
715,PICHINCHA,QUITO,SAN ANTONIO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3325.0
715,PICHINCHA,QUITO,SAN ANTONIO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3475.0
715,PICHINCHA,QUITO,SAN ANTONIO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7245.0
715,PICHINCHA,QUITO,SAN ANTONIO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7250.0
715,PICHINCHA,QUITO,SAN ANTONIO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7240.0
716,PICHINCHA,QUITO,COTOCOLLAO,Hospital Básico,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,COTOCOLLAO,5220.0
717,PICHINCHA,QUITO,ITCHIMBIA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,ITCHIMBIA,7175.0
718,CARCHI,TULCÁN,GONZÁLEZ SUÁREZ,Centro de Salud B,Otros Públicos,Sector público,CARCHI,TULCAN,GONZALEZ,5415.0
719,IMBABURA,IBARRA,SAGRARIO,Centro de Salud B,Otros Públicos,Sector público,IMBABURA,IBARRA,SAGRARIO,5915.0
720,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,Centro de Salud B,Otros Públicos,Sector público,ESMERALDAS,ESMERALDAS,AGOSTO,5210.0
721,SUCUMBÍOS,LAGO AGRIO,NUEVA LOJA,Centro de Salud B,Otros Públicos,Sector público,SUCUMBIOS,LAGO,NUEVA,5710.0
722,PICHINCHA,QUITO,BELISARIO QUEVEDO,Centro de Especialidades,Otros Públicos,Sector público,PICHINCHA,QUITO,BELISARIO,7130.0
723,PICHINCHA,QUITO,CARCELÉN,Centro de Salud A,Otros Públicos,Sector público,PICHINCHA,QUITO,CARCELEN,7135.0
724,PICHINCHA,QUITO,KENNEDY,Centro de Salud B,Otros Públicos,Sector público,PICHINCHA,QUITO,KENNEDY,7185.0
725,PICHINCHA,QUITO,BELISARIO QUEVEDO,Centro de Salud B,Otros Públicos,Sector público,PICHINCHA,QUITO,BELISARIO,7130.0
726,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Salud A,Otros Públicos,Sector público,PICHINCHA,QUITO,CALDERON,440.0
727,PICHINCHA,QUITO,QUITUMBE,Centro de Salud A,Otros Públicos,Sector público,PICHINCHA,QUITO,QUITUMBE,7230.0
728,PICHINCHA,QUITO,RUMIPAMBA,Hospital General,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
729,PICHINCHA,QUITO,IÑAQUITO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
730,PICHINCHA,QUITO,MARISCAL SUCRE,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MARISCAL,7215.0
731,PICHINCHA,QUITO,JIPIJAPA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,JIPIJAPA,7180.0
732,PICHINCHA,QUITO,BELISARIO QUEVEDO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,BELISARIO,7130.0
733,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3325.0
733,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3475.0
733,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7245.0
733,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7250.0
733,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7240.0
734,PICHINCHA,QUITO,MARISCAL SUCRE,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MARISCAL,7215.0
735,PICHINCHA,QUITO,RUMIPAMBA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
736,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3325.0
736,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3475.0
736,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7245.0
736,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7250.0
736,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7240.0
737,PICHINCHA,QUITO,BELISARIO QUEVEDO,Hospital General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,BELISARIO,7130.0
738,PICHINCHA,QUITO,PONCEANO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,PONCEANO,7220.0
739,PICHINCHA,QUITO,ITCHIMBIA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,ITCHIMBIA,7175.0
740,PICHINCHA,QUITO,COTOCOLLAO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,COTOCOLLAO,5220.0
741,PICHINCHA,QUITO,KENNEDY,Centro de Salud B,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,KENNEDY,7185.0
742,PICHINCHA,QUITO,CENTRO HISTÓRICO,Centro de Salud A,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,CENTRO,7140.0
743,PICHINCHA,QUITO,LA MAGDALENA,Centro de Salud A,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,MAGDALENA,5540.0
744,PICHINCHA,QUITO,SAN BARTOLO,Consultorio General,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,SAN,3325.0
744,PICHINCHA,QUITO,SAN BARTOLO,Consultorio General,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,SAN,3475.0
744,PICHINCHA,QUITO,SAN BARTOLO,Consultorio General,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,SAN,7245.0
744,PICHINCHA,QUITO,SAN BARTOLO,Consultorio General,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,SAN,7250.0
744,PICHINCHA,QUITO,SAN BARTOLO,Consultorio General,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,SAN,7240.0
745,PICHINCHA,QUITO,LA FERROVIARIA,Consultorio General,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,FERROVIARIA,7205.0
746,PICHINCHA,QUITO,LA MAGDALENA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MAGDALENA,5540.0
747,ESMERALDAS,QUININDE,ROSA ZÁRATE (QUININDÉ),Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,QUININDE,ROSA,5895.0
748,PICHINCHA,QUITO,CONOCOTO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CONOCOTO,625.0
749,IMBABURA,IBARRA,SAGRARIO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,IBARRA,SAGRARIO,5915.0
750,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3325.0
750,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3475.0
750,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7245.0
750,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7250.0
750,PICHINCHA,QUITO,SAN JUAN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7240.0
751,IMBABURA,IBARRA,SAN FRANCISCO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,IBARRA,SAN,3315.0
751,IMBABURA,IBARRA,SAN FRANCISCO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,IBARRA,SAN,5960.0
752,PICHINCHA,QUITO,SOLANDA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SOLANDA,7255.0
753,PICHINCHA,QUITO,IÑAQUITO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
754,PICHINCHA,QUITO,IÑAQUITO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
755,PICHINCHA,QUITO,AMAGUAÑA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,AMAGUANA,80.0
756,CARCHI,TULCÁN,GONZÁLEZ SUÁREZ,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,CARCHI,TULCAN,GONZALEZ,5415.0
757,ESMERALDAS,ESMERALDAS,ESMERALDAS,Hospital de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
758,PICHINCHA,QUITO,JIPIJAPA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,JIPIJAPA,7180.0
759,PICHINCHA,QUITO,ITCHIMBIA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,ITCHIMBIA,7175.0
760,IMBABURA,IBARRA,SAN FRANCISCO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,IBARRA,SAN,3315.0
760,IMBABURA,IBARRA,SAN FRANCISCO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,IMBABURA,IBARRA,SAN,5960.0
761,PICHINCHA,QUITO,RUMIPAMBA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
762,PICHINCHA,QUITO,SAN BARTOLO,Hospital General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3325.0
762,PICHINCHA,QUITO,SAN BARTOLO,Hospital General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3475.0
762,PICHINCHA,QUITO,SAN BARTOLO,Hospital General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7245.0
762,PICHINCHA,QUITO,SAN BARTOLO,Hospital General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7250.0
762,PICHINCHA,QUITO,SAN BARTOLO,Hospital General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7240.0
763,PICHINCHA,QUITO,KENNEDY,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,KENNEDY,7185.0
764,SUCUMBÍOS,LAGO AGRIO,NUEVA LOJA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,SUCUMBIOS,LAGO,NUEVA,5710.0
765,ESMERALDAS,ESMERALDAS,ESMERALDAS,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
766,ESMERALDAS,ESMERALDAS,5 DE AGOSTO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,ESMERALDAS,AGOSTO,5210.0
767,ESMERALDAS,QUININDE,LA UNIÓN,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,QUININDE,UNION,1530.0
768,PICHINCHA,QUITO,CHIMBACALLE,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CHIMBACALLE,5015.0
769,PICHINCHA,QUITO,TUMBACO,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,TUMBACO,4085.0
770,PICHINCHA,QUITO,TUMBACO,Centro de Salud A,Municipios,Sector público,PICHINCHA,QUITO,TUMBACO,4085.0
771,SUCUMBÍOS,LAGO AGRIO,NUEVA LOJA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,SUCUMBIOS,LAGO,NUEVA,5710.0
772,PICHINCHA,QUITO,JIPIJAPA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,JIPIJAPA,7180.0
773,SUCUMBÍOS,PUTUMAYO,PUERTO EL CARMEN DEL PUTUMAYO,Puesto de Salud,Consejos Provinciales,Sector público,SUCUMBIOS,PUTUMAYO,PUERTO,3005.0
773,SUCUMBÍOS,PUTUMAYO,PUERTO EL CARMEN DEL PUTUMAYO,Puesto de Salud,Consejos Provinciales,Sector público,SUCUMBIOS,PUTUMAYO,PUERTO,3020.0
774,PICHINCHA,QUITO,IÑAQUITO,Centro de Salud A,Municipios,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
775,SUCUMBÍOS,CUYABENO,TARAPOA,Centro de Salud B,Municipios,Sector público,SUCUMBIOS,CUYABENO,TARAPOA,6765.0
776,ESMERALDAS,ESMERALDAS,ESMERALDAS CABECERA CANTONAL,Centros Especializados,Sociedad de Lucha contra el Cáncer,Privados sin fines de lucro,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
777,PICHINCHA,QUITO,PIFO,Consultorio de Especialidad,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,PIFO,2855.0
778,PICHINCHA,QUITO,BELISARIO QUEVEDO,Centros Especializados,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,BELISARIO,7130.0
779,PICHINCHA,QUITO,LA MAGDALENA,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MAGDALENA,5540.0
780,PICHINCHA,QUITO,BELISARIO QUEVEDO,Hospital de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,BELISARIO,7130.0
781,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3325.0
781,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3475.0
781,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7245.0
781,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7250.0
781,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7240.0
782,PICHINCHA,QUITO,RUMIPAMBA,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
783,PICHINCHA,QUITO,EL QUINCHE,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,QUINCHE,3100.0
784,PICHINCHA,QUITO,LA FERROVIARIA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,FERROVIARIA,7205.0
785,PICHINCHA,QUITO,RUMIPAMBA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
786,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
787,PICHINCHA,QUITO,EL QUINCHE,Centro de Salud B,Consejos Provinciales,Sector público,PICHINCHA,QUITO,QUINCHE,3100.0
788,PICHINCHA,QUITO,PONCEANO,Centro de Salud A,Consejos Provinciales,Sector público,PICHINCHA,QUITO,PONCEANO,7220.0
789,PICHINCHA,QUITO,COMITÉ DEL PUEBLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,COMITE,7150.0
790,PICHINCHA,QUITO,POMASQUI,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,POMASQUI,2925.0
791,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
792,PICHINCHA,QUITO,TUMBACO,Centro de Salud B,Consejos Provinciales,Sector público,PICHINCHA,QUITO,TUMBACO,4085.0
793,PICHINCHA,QUITO,JIPIJAPA,Consultorio General,Universidades y Politécticas,Privados sin fines de lucro,PICHINCHA,QUITO,JIPIJAPA,7180.0
794,PICHINCHA,QUITO,JIPIJAPA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,JIPIJAPA,7180.0
795,PICHINCHA,QUITO,CUMBAYA,Dispensario Médico (Policlínico),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CUMBAYA,725.0
796,PICHINCHA,QUITO,PUEMBO,Dispensario Médico (Policlínico),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,PUEMBO,2985.0
797,PICHINCHA,QUITO,PIFO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,PIFO,2855.0
798,PICHINCHA,QUITO,TURUBAMBA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,TURUBAMBA,7260.0
799,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
800,PICHINCHA,QUITO,PONCEANO,Dispensario Médico (Policlínico),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,PONCEANO,7220.0
801,PICHINCHA,QUITO,CHILIBULO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CHILIBULO,7155.0
802,PICHINCHA,QUITO,JIPIJAPA,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,JIPIJAPA,7180.0
803,PICHINCHA,QUITO,ALANGASÍ,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ALANGASI,30.0
804,PICHINCHA,QUITO,AMAGUAÑA,Hospital Básico,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,AMAGUANA,80.0
805,CARCHI,TULCÁN,GONZÁLEZ SUÁREZ,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,CARCHI,TULCAN,GONZALEZ,5415.0
806,ESMERALDAS,ESMERALDAS,ESMERALDAS CABECERA CANTONAL,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
807,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,IMBABURA,IBARRA,SAN,3315.0
807,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,IMBABURA,IBARRA,SAN,5960.0
809,PICHINCHA,QUITO,ALANGASÍ,Hospital de Especialidades,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,ALANGASI,30.0
810,PICHINCHA,QUITO,CHIMBACALLE,Otros Establecimientos Sin Internación,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CHIMBACALLE,5015.0
811,PICHINCHA,QUITO,BELISARIO QUEVEDO,Dispensario Médico (Policlínico),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,BELISARIO,7130.0
812,PICHINCHA,QUITO,PONCEANO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,PONCEANO,7220.0
813,PICHINCHA,QUITO,LA CONCEPCIÓN,Dispensario Médico (Policlínico),Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,CONCEPCION,7195.0
814,PICHINCHA,QUITO,IÑAQUITO,Consultorio de Especialidad,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
815,PICHINCHA,QUITO,CHILLOGALLO,Consultorio de Especialidad,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,CHILLOGALLO,5260.0
816,PICHINCHA,QUITO,PONCEANO,Consultorio de Especialidad,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,PONCEANO,7220.0
817,PICHINCHA,QUITO,TURUBAMBA,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,TURUBAMBA,7260.0
818,PICHINCHA,QUITO,TURUBAMBA,Centro de Especialidades,Consejos Provinciales,Sector público,PICHINCHA,QUITO,TURUBAMBA,7260.0
819,PICHINCHA,QUITO,QUITUMBE,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,QUITUMBE,7230.0
820,PICHINCHA,QUITO,LA FERROVIARIA,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,FERROVIARIA,7205.0
821,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CALDERON,440.0
822,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CALDERON,440.0
823,PICHINCHA,QUITO,NAYÓN,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,NAYON,2540.0
